beta,gamma,Az,Az_over_gamma,C,T_nd,T_days,x0,x_eq,dx_over_gamma,vy0,nu_max,lambda_max,delta,stable
0.007000,0.0108185193,0.0007544411,0.06973607,3.0008450501,3.3469029871,194.559965,0.987695575694,0.989178477663,0.13707070,0.009349395434,662.463528,1324.926302,0.11587913,0
0.007000,0.0108185193,0.0010289418,0.09510930,3.0008425539,3.3469136132,194.560583,0.987696853716,0.989178477663,0.13695256,0.009411198040,654.837348,1309.673933,0.11696052,0
0.007000,0.0108185193,0.0013795304,0.12751564,3.0008382678,3.3469256702,194.561284,0.987699281468,0.989178477663,0.13672816,0.009515822618,641.917245,1283.833712,0.11880688,0
0.007000,0.0108185193,0.0017221492,0.15918529,3.0008329077,3.3469294988,194.561507,0.987702716523,0.989178477663,0.13641064,0.009644105279,626.065443,1252.130087,0.12109841,0
0.007000,0.0108185193,0.0020566467,0.19010427,3.0008265806,3.3469174725,194.560807,0.987707314184,0.989178477663,0.13598566,0.009792051986,607.782194,1215.563566,0.12378043,0
0.007000,0.0108185193,0.0023831552,0.22028479,3.0008193871,3.3468812950,194.558704,0.987713216172,0.989178477663,0.13544011,0.009955935524,587.545416,1175.089980,0.12680249,0
0.007000,0.0108185193,0.0027017390,0.24973279,3.0008114252,3.3468122393,194.554690,0.987720535559,0.989178477663,0.13476355,0.010132284220,565.811644,1131.622404,0.13011735,0
0.007000,0.0108185193,0.0030121094,0.27842159,3.0008027987,3.3467015083,194.548253,0.987729339943,0.989178477663,0.13394973,0.010317749129,543.030147,1086.059374,0.13367766,0
0.007000,0.0108185193,0.0033134357,0.30627441,3.0007936278,3.3465408703,194.538915,0.987739632080,0.989178477663,0.13299838,0.010508947820,519.658121,1039.315280,0.13743210,0
0.007000,0.0108185193,0.0036043016,0.33316034,3.0007840555,3.3463236144,194.526286,0.987751331706,0.989178477663,0.13191694,0.010702381095,496.165199,992.329389,0.14132247,0
0.007000,0.0108185193,0.0038828628,0.35890889,3.0007742476,3.3460456508,194.510127,0.987764267406,0.989178477663,0.13072124,0.010894506693,473.017752,946.034448,0.14528389,0
0.007000,0.0108185193,0.0041472061,0.38334323,3.0007643803,3.3457063316,194.490402,0.987778188503,0.989178477663,0.12943446,0.011081993231,450.642049,901.282988,0.14924912,0
0.007000,0.0108185193,0.0043957928,0.40632111,3.0007546203,3.3453085299,194.467277,0.987792799031,0.989178477663,0.12808394,0.011262066021,429.379412,858.757660,0.15315592,0
0.007000,0.0108185193,0.0046277919,0.42776573,3.0007451049,3.3448578638,194.441080,0.987807802528,0.989178477663,0.12669711,0.011432777326,409.454976,818.908730,0.15695419,0
0.007000,0.0108185193,0.0048431718,0.44767418,3.0007359311,3.3443614324,194.412221,0.987822939866,0.989178477663,0.12529790,0.011593077386,390.973939,781.946599,0.16060971,0
0.007000,0.0108185193,0.0050425730,0.46610566,3.0007271550,3.3438266054,194.381131,0.987838008937,0.989178477663,0.12390501,0.011742691577,373.942216,747.883095,0.16410379,0
0.007000,0.0108185193,0.0052798141,0.48803482,3.0007163703,3.3430846879,194.338003,0.987857276333,0.989178477663,0.12212404,0.011921794657,353.852421,707.703429,0.16839741,0
0.007000,0.0108185193,0.0054947069,0.50789824,3.0007062903,3.3423019548,194.292501,0.987875997426,0.989178477663,0.12039358,0.012084695293,335.884229,671.766970,0.17241419,0
0.007000,0.0108185193,0.0056901770,0.52596634,3.0006968729,3.3414881220,194.245192,0.987894082228,0.989178477663,0.11872192,0.012233151780,319.779072,639.556580,0.17617342,0
0.007000,0.0108185193,0.0059196647,0.54717883,3.0006855247,3.3403950723,194.181652,0.987916605567,0.989178477663,0.11664000,0.012407481483,301.216158,602.430655,0.18071591,0
0.007000,0.0108185193,0.0061257747,0.56623042,3.0006750730,3.3392730373,194.116426,0.987938028557,0.989178477663,0.11465979,0.012563833799,284.906416,569.811078,0.18491566,0
0.007000,0.0108185193,0.0063653023,0.58837093,3.0006626293,3.3377831383,194.029816,0.987964350129,0.989178477663,0.11222677,0.012744980890,266.433302,532.864728,0.18994129,0
0.007000,0.0108185193,0.0066385509,0.61362842,3.0006480588,3.3358097905,193.915103,0.987996255156,0.989178477663,0.10927766,0.012950525535,246.051787,492.101541,0.19586912,0
0.007000,0.0108185193,0.0068781727,0.63577764,3.0006349663,3.3338089698,193.798793,0.988025888348,0.989178477663,0.10653855,0.013129493094,228.832898,457.663610,0.20124342,0
0.007000,0.0108185193,0.0071512448,0.66101881,3.0006197028,3.3311804143,193.645991,0.988061555277,0.989178477663,0.10324171,0.013331646647,210.001397,420.000414,0.20757630,0
0.007000,0.0108185193,0.0074572471,0.68930385,3.0006021839,3.3277332260,193.445601,0.988103949193,0.989178477663,0.09932306,0.013555504143,189.946017,379.889401,0.21494960,0
0.007000,0.0108185193,0.0077769803,0.71885811,3.0005834332,3.3234786505,193.198277,0.988151032667,0.989178477663,0.09497094,0.013785940260,170.212295,340.421653,0.22298630,0
0.007000,0.0108185193,0.0080519351,0.74427330,3.0005669615,3.3192046198,192.949822,0.988193860929,0.989178477663,0.09101215,0.013980935895,154.259373,308.515505,0.23018959,0
0.007000,0.0108185193,0.0082932284,0.76657703,3.0005522530,3.3149179704,192.700633,0.988233290824,0.989178477663,0.08736749,0.014149423043,141.039054,282.074564,0.23675113,0
0.007000,0.0108185193,0.0085082506,0.78645241,3.0005389530,3.3106226710,192.450942,0.988269941323,0.989178477663,0.08397973,0.014297340024,129.870509,259.737168,0.24280195,0
0.007000,0.0108185193,0.0087021674,0.80437694,3.0005268068,3.3063211828,192.200891,0.988304274814,0.989178477663,0.08080615,0.014428830608,120.289182,240.574206,0.24843576,0
0.007000,0.0108185193,0.0088787352,0.82069781,3.0005156250,3.3020151137,191.950573,0.988336646464,0.989178477663,0.07781390,0.014546899203,111.965468,223.926469,0.25372202,0
0.007000,0.0108185193,0.0090407732,0.83567565,3.0005052624,3.2977055587,191.700053,0.988367335483,0.989178477663,0.07497719,0.014653792710,104.657994,209.311210,0.25871376,0
0.007000,0.0108185193,0.0091904537,0.84951124,3.0004956055,3.2933932897,191.449375,0.988396565695,0.989178477663,0.07227532,0.014751235031,98.185317,196.365541,0.26345243,0
0.007000,0.0108185193,0.0093294873,0.86236267,3.0004865634,3.2890788666,191.198572,0.988424519531,0.989178477663,0.06969143,0.014840577464,92.408014,184.810618,0.26797109,0
0.007000,0.0108185193,0.0094592457,0.87435677,3.0004780622,3.2847627053,190.947667,0.988451347810,0.989178477663,0.06721159,0.014922898706,87.216933,174.428132,0.27229660,0
0.007000,0.0108185193,0.0095808470,0.88559688,3.0004700411,3.2804451217,190.696680,0.988477176772,0.989178477663,0.06482411,0.014999073459,82.525225,165.044391,0.27645106,0
0.007000,0.0108185193,0.0096952149,0.89616838,3.0004624492,3.2761263596,190.445625,0.988502113225,0.989178477663,0.06251913,0.015069820730,78.262817,156.519245,0.28045292,0
0.007000,0.0108185193,0.0098031218,0.90614266,3.0004552436,3.2718066105,190.194512,0.988526248402,0.989178477663,0.06028822,0.015135738660,74.372463,148.738203,0.28431773,0
0.007000,0.0108185193,0.0099052204,0.91558005,3.0004483878,3.2674860267,189.943351,0.988549660895,0.989178477663,0.05812411,0.015197330131,70.806887,141.606711,0.28805877,0
0.007000,0.0108185193,0.0100020675,0.92453202,3.0004418502,3.2631647311,189.692148,0.988572418913,0.989178477663,0.05602049,0.015255021934,67.526658,135.045911,0.29168743,0
0.007000,0.0108185193,0.0100941422,0.93304286,3.0004356035,3.2588428237,189.440910,0.988594582062,0.989178477663,0.05397186,0.015309179360,64.498604,128.989455,0.29521358,0
0.007000,0.0108185193,0.0101818598,0.94115095,3.0004296239,3.2545203870,189.189641,0.988616202746,0.989178477663,0.05197337,0.015360117448,61.694593,123.381081,0.29864586,0
0.007000,0.0108185193,0.0102655827,0.94888981,3.0004238906,3.2501974892,188.938345,0.988637327295,0.989178477663,0.05002074,0.015408109783,59.090597,118.172732,0.30199183,0
0.007000,0.0108185193,0.0103456294,0.95628885,3.0004183850,3.2458741877,188.687026,0.988657996877,0.989178477663,0.04811017,0.015453395446,56.665957,113.323090,0.30525818,0
0.007000,0.0108185193,0.0104222810,0.96337407,3.0004130907,3.2415505309,188.435686,0.988678248242,0.989178477663,0.04623825,0.015496184573,54.402804,108.796417,0.30845085,0
0.007000,0.0108185193,0.0104957874,0.97016857,3.0004079931,3.2372265596,188.184327,0.988698114338,0.989178477663,0.04440195,0.015536662834,52.285597,104.561631,0.31157515,0
0.007000,0.0108185193,0.0105663713,0.97669292,3.0004030790,3.2329023092,187.932953,0.988717624817,0.989178477663,0.04259851,0.015574995085,50.300750,100.591560,0.31463583,0
0.007000,0.0108185193,0.0106342323,0.98296560,3.0003983366,3.2285778097,187.681564,0.988736806466,0.989178477663,0.04082548,0.015611328356,48.436331,96.862338,0.31763717,0
0.007000,0.0108185193,0.0106995503,0.98900321,3.0003937552,3.2242530872,187.430162,0.988755683563,0.989178477663,0.03908059,0.015645794331,46.681813,93.352913,0.32058304,0
0.007000,0.0108185193,0.0107624875,0.99482075,3.0003893252,3.2199281644,187.178748,0.988774278180,0.989178477663,0.03736181,0.015678511406,45.027870,90.044635,0.32347695,0
0.010000,0.0112253908,0.0005612695,0.05000000,3.0008648067,3.4780578852,202.184176,0.987118612615,0.988771606209,0.14725488,0.009521515977,583.100778,1166.200699,0.11751397,0
0.010000,0.0112253908,0.0007796502,0.06945417,3.0008634452,3.4781382572,202.188848,0.987118510264,0.988771606209,0.14726400,0.009555660553,579.296503,1158.592142,0.11810536,0
0.010000,0.0112253908,0.0010573814,0.09419551,3.0008610788,3.4782759112,202.196850,0.987118403511,0.988771606209,0.14727351,0.009614543597,572.736432,1145.471991,0.11912979,0
0.010000,0.0112253908,0.0013271634,0.11822870,3.0008581052,3.4784451688,202.206689,0.987118394328,0.988771606209,0.14727433,0.009687717594,564.586092,1129.171299,0.12041101,0
0.010000,0.0112253908,0.0015889227,0.14154721,3.0008545914,3.4786397582,202.218001,0.987118557284,0.988771606209,0.14725981,0.009773044586,555.086941,1110.172982,0.12191664,0
0.010000,0.0112253908,0.0018431528,0.16419498,3.0008505939,3.4788538780,202.230448,0.987118963353,0.988771606209,0.14722364,0.009868668876,544.450860,1088.900801,0.12361918,0
0.010000,0.0112253908,0.0020906805,0.18624567,3.0008461564,3.4790823328,202.243728,0.987119678169,0.988771606209,0.14715996,0.009973080096,532.853239,1065.705539,0.12549696,0
0.010000,0.0112253908,0.0023325024,0.20778808,3.0008413101,3.4793204782,202.257572,0.987120762416,0.988771606209,0.14706337,0.010085105526,520.433814,1040.866667,0.12753411,0
0.010000,0.0112253908,0.0026401244,0.23519220,3.0008344293,3.4796376374,202.276009,0.987122818365,0.988771606209,0.14688022,0.010240732450,503.233524,1006.466055,0.13040394,0
0.010000,0.0112253908,0.0029422777,0.26210915,3.0008269086,3.4799551857,202.294468,0.987125717898,0.988771606209,0.14662192,0.010406485270,484.998869,969.996707,0.13351337,0
0.010000,0.0112253908,0.0033308042,0.29672056,3.0008161608,3.4803537758,202.317639,0.987130957182,0.988771606209,0.14615518,0.010636015238,459.930103,919.859120,0.13791385,0
0.010000,0.0112253908,0.0038363692,0.34175819,3.0008004313,3.4808124476,202.344302,0.987140731053,0.988771606209,0.14528449,0.010957681382,425.249370,850.497564,0.14427824,0
0.010000,0.0112253908,0.0043509716,0.38760090,3.0007824965,3.4811391561,202.363294,0.987154578349,0.988771606209,0.14405092,0.011305932731,388.451938,776.902588,0.15145141,0
0.010000,0.0112253908,0.0048762296,0.43439286,3.0007623081,3.4812300741,202.368579,0.987173165775,0.988771606209,0.14239508,0.011677091827,350.295567,700.589706,0.15945450,0
0.010000,0.0112253908,0.0053896705,0.48013211,3.0007408547,3.4809668940,202.353280,0.987195937730,0.988771606209,0.14036647,0.012050176240,313.260902,626.520207,0.16791492,0
0.010000,0.0112253908,0.0058444185,0.52064276,3.0007205276,3.4803325521,202.316405,0.987220017121,0.988771606209,0.13822139,0.012385718021,281.257526,562.513275,0.17592309,0
0.010000,0.0112253908,0.0062190771,0.55401876,3.0007029021,3.4794427259,202.264678,0.987242643945,0.988771606209,0.13620570,0.012663978301,255.762516,511.523077,0.18288398,0
0.010000,0.0112253908,0.0065260640,0.58136631,3.0006879003,3.4784100267,202.204646,0.987263063337,0.988771606209,0.13438667,0.012892343737,235.604826,471.207530,0.18883566,0
0.010000,0.0112253908,0.0067831281,0.60426654,3.0006749672,3.4772977796,202.139990,0.987281462114,0.988771606209,0.13274764,0.013083407374,219.300886,438.599493,0.19399540,0
0.010000,0.0112253908,0.0070642737,0.62931205,3.0006604508,3.4757834357,202.051959,0.987302939256,0.988771606209,0.13083437,0.013291859828,202.122540,404.242606,0.19982773,0
0.010000,0.0112253908,0.0073673409,0.65631042,3.0006443841,3.4737501675,201.933762,0.987327677829,0.988771606209,0.12863057,0.013515629059,184.417004,368.831297,0.20634501,0
0.010000,0.0112253908,0.0076907348,0.68511956,3.0006267800,3.4710483240,201.776701,0.987355902951,0.988771606209,0.12611617,0.013752974311,166.498101,332.993199,0.21357687,0
0.010000,0.0112253908,0.0080333445,0.71564052,3.0006076321,3.4674841852,201.569512,0.987387897811,0.988771606209,0.12326594,0.014002442431,148.647613,297.291862,0.22157274,0
0.010000,0.0112253908,0.0083756612,0.74613538,3.0005880073,3.4630735915,201.313119,0.987422087033,0.988771606209,0.12022024,0.014249330272,131.996953,263.990117,0.22993511,0
0.010000,0.0112253908,0.0086609035,0.77154584,3.0005712886,3.4586384586,201.055298,0.987452360277,0.988771606209,0.11752339,0.014453034029,119.029853,238.055505,0.23721602,0
0.010000,0.0112253908,0.0089060675,0.79338597,3.0005566581,3.4541887678,200.796632,0.987479763739,0.988771606209,0.11508218,0.014626518945,108.539401,217.074196,0.24372373,0
0.010000,0.0112253908,0.0091213721,0.81256611,3.0005436125,3.4497296820,200.537419,0.987504964802,0.988771606209,0.11283718,0.014777572091,99.819550,199.634092,0.24964720,0
0.010000,0.0112253908,0.0093134736,0.82967923,3.0005318178,3.4452641551,200.277832,0.987528419082,0.988771606209,0.11074778,0.014911255232,92.422550,184.839689,0.25511149,0
0.010000,0.0112253908,0.0094869670,0.84513467,3.0005210396,3.4407940065,200.017976,0.987550453456,0.988771606209,0.10878488,0.015031053461,86.047270,172.088729,0.26020409,0
0.010000,0.0112253908,0.0096451678,0.85922779,3.0005111065,3.4363204221,199.757921,0.987571311496,0.988771606209,0.10692676,0.015139473751,80.481919,160.957625,0.26498885,0
0.010000,0.0112253908,0.0097905529,0.87217925,3.0005018889,3.4318442100,199.497713,0.987591180193,0.988771606209,0.10515679,0.015238382759,75.572186,151.137755,0.26951397,0
0.010000,0.0112253908,0.0099250252,0.88415855,3.0004932862,3.4273659409,199.237385,0.987610206608,0.988771606209,0.10346184,0.015329209667,71.202383,142.397743,0.27381680,0
0.010000,0.0112253908,0.0100500811,0.89529899,3.0004852183,3.4228860302,198.976962,0.987628508720,0.988771606209,0.10183142,0.015413074181,67.283707,134.559982,0.27792695,0
0.010000,0.0112253908,0.0101669198,0.90570742,3.0004776209,3.4184047875,198.716461,0.987646182768,0.988771606209,0.10025695,0.015490870667,63.746623,127.485402,0.28186833,0
0.010000,0.0112253908,0.0102765188,0.91547092,3.0004704407,3.4139224489,198.455897,0.987663308374,0.988771606209,0.09873134,0.015563325359,60.535755,121.063250,0.28566055,0
0.010000,0.0112253908,0.0103796863,0.92466147,3.0004636337,3.4094391976,198.195279,0.987679952225,0.988771606209,0.09724864,0.015631036398,57.606352,115.204023,0.28931993,0
0.010000,0.0112253908,0.0104770984,0.93333930,3.0004571625,3.4049551781,197.934617,0.987696170768,0.988771606209,0.09580383,0.015694502563,54.921783,109.834462,0.29286019,0
0.010000,0.0112253908,0.0105693272,0.94155539,3.0004509956,3.4004705058,197.673917,0.987712012227,0.988771606209,0.09439261,0.015754144324,52.451729,104.893926,0.29629299,0
0.010000,0.0112253908,0.0106568614,0.94935326,3.0004451058,3.3959852742,197.413185,0.987727518143,0.988771606209,0.09301129,0.015810319575,50.170839,100.331711,0.29962837,0
0.010000,0.0112253908,0.0107401220,0.95677043,3.0004394693,3.3914995598,197.152424,0.987742724561,0.988771606209,0.09165664,0.015863335585,48.057727,96.105049,0.30287499,0
0.010000,0.0112253908,0.0108194745,0.96383945,3.0004340659,3.3870134260,196.891639,0.987757662965,0.988771606209,0.09032587,0.015913458204,46.094209,92.177569,0.30604039,0
0.010000,0.0112253908,0.0108952386,0.97058880,3.0004288772,3.3825269253,196.630833,0.987772361017,0.988771606209,0.08901652,0.015960919061,44.264706,88.518115,0.30913121,0
0.010000,0.0112253908,0.0109676953,0.97704351,3.0004238875,3.3780401024,196.370008,0.987786843151,0.988771606209,0.08772639,0.016005921257,42.555789,85.099827,0.31215331,0
0.010000,0.0112253908,0.0110370933,0.98322575,3.0004190826,3.3735529946,196.109166,0.987801131057,0.988771606209,0.08645357,0.016048643912,40.955805,81.899400,0.31511187,0
0.010000,0.0112253908,0.0111036538,0.98915521,3.0004144497,3.3690656342,195.848310,0.987815244070,0.988771606209,0.08519633,0.016089245835,39.454593,78.896511,0.31801153,0
0.010000,0.0112253908,0.0111675747,0.99484952,3.0004099776,3.3645780486,195.587440,0.987829199503,0.988771606209,0.08395313,0.016127868516,38.043241,76.073337,0.32085644,0
0.014000,0.0118118113,0.0005905906,0.05000000,3.0008985793,3.6589611059,212.700323,0.986282218996,0.988185185718,0.16110711,0.009801877874,479.762035,959.523027,0.11920172,0
0.014000,0.0118118113,0.0008106856,0.06863347,3.0008973307,3.6591221521,212.709685,0.986280982412,0.988185185718,0.16121180,0.009834141841,476.700998,953.400947,0.11974464,0
0.014000,0.0118118113,0.0010212569,0.08646065,3.0008957715,3.6593219446,212.721299,0.986279473873,0.988185185718,0.16133951,0.009874191246,472.904088,945.807118,0.12042061,0
0.014000,0.0118118113,0.0012221977,0.10347250,3.0008939531,3.6595531201,212.734738,0.986277763412,0.988185185718,0.16148432,0.009920571847,468.511085,937.021102,0.12120629,0
0.014000,0.0118118113,0.0014139948,0.11971024,3.0008919184,3.6598094487,212.749638,0.986275910402,0.988185185718,0.16164120,0.009972062271,463.639754,927.278429,0.12208217,0
0.014000,0.0118118113,0.0015974175,0.13523900,3.0008897012,3.6600859075,212.765709,0.986273962729,0.988185185718,0.16180609,0.010027688635,458.384418,916.767746,0.12303273,0
0.014000,0.0118118113,0.0017733267,0.15013165,3.0008873276,3.6603785328,212.782720,0.986271958119,0.988185185718,0.16197580,0.010086694674,452.818752,905.636401,0.12404601,0
0.014000,0.0118118113,0.0019922041,0.16866203,3.0008840395,3.6607781535,212.805950,0.986269314189,0.988185185718,0.16219964,0.010167532757,445.210348,890.419574,0.12544264,0
0.014000,0.0118118113,0.0022015199,0.18638292,3.0008805516,3.6611946583,212.830162,0.986266672416,0.988185185718,0.16242329,0.010252172621,437.266536,874.531928,0.12691556,0
0.014000,0.0118118113,0.0024027900,0.20342265,3.0008768849,3.6616241574,212.855130,0.986264068708,0.988185185718,0.16264373,0.010339958248,429.054191,858.107217,0.12845489,0
0.014000,0.0118118113,0.0026545636,0.22473806,3.0008718725,3.6621971807,212.888440,0.986260783711,0.988185185718,0.16292184,0.010458063087,418.053042,836.104888,0.13054501,0
0.014000,0.0118118113,0.0028973696,0.24529427,3.0008665979,3.6627822129,212.922449,0.986257651073,0.988185185718,0.16318705,0.010580084217,406.750462,813.499695,0.13272803,0
0.014000,0.0118118113,0.0032029805,0.27116760,3.0008593561,3.6635545457,212.967346,0.986253857211,0.988185185718,0.16350824,0.010744031737,391.677938,783.354599,0.13569999,0
0.014000,0.0118118113,0.0035007621,0.29637809,3.0008516685,3.6643339941,213.012656,0.986250425734,0.988185185718,0.16379876,0.010913805048,376.223330,752.445332,0.13882606,0
0.014000,0.0118118113,0.0038818090,0.32863791,3.0008409486,3.6653482869,213.071618,0.986246574837,0.988185185718,0.16412478,0.011143730553,355.574416,711.147425,0.14314166,0
0.014000,0.0118118113,0.0043781587,0.37065938,3.0008255539,3.6666480263,213.147174,0.986242735007,0.988185185718,0.16444986,0.011461276170,327.664849,655.328172,0.14926515,0
0.014000,0.0118118113,0.0048929771,0.41424444,3.0008079563,3.6678888544,213.219305,0.986240447634,0.988185185718,0.16464351,0.011807967010,298.120425,596.239173,0.15618178,0
0.014000,0.0118118113,0.0054540527,0.46174567,3.0007869937,3.6689907959,213.283362,0.986240166352,0.988185185718,0.16466732,0.012201081795,265.960914,531.919947,0.16434066,0
0.014000,0.0118118113,0.0061099656,0.51727592,3.0007602819,3.6697260631,213.326104,0.986242920795,0.988185185718,0.16443413,0.012675072722,229.332653,458.663126,0.17466909,0
0.014000,0.0118118113,0.0068555749,0.58039997,3.0007272428,3.6694282968,213.308795,0.986250069808,0.988185185718,0.16382889,0.013226218551,190.042341,380.082051,0.18743706,0
0.014000,0.0118118113,0.0073774484,0.62458231,3.0007025432,3.6681824680,213.236373,0.986257511944,0.988185185718,0.16319883,0.013616878337,164.522167,329.041294,0.19704616,0
0.014000,0.0118118113,0.0077367160,0.65499827,3.0006848262,3.6666665199,213.148249,0.986263754196,0.988185185718,0.16267035,0.013887367732,148.038801,296.074224,0.20400427,0
0.014000,0.0118118113,0.0080865766,0.68461783,3.0006670325,3.6645563345,213.025581,0.986270696535,0.988185185718,0.16208261,0.014151698040,132.889446,265.775130,0.21106949,0
0.014000,0.0118118113,0.0084343716,0.71406251,3.0006488265,3.6617200467,212.860704,0.986278455235,0.988185185718,0.16142575,0.014415228802,118.737956,237.471700,0.21839984,0
0.014000,0.0118118113,0.0087856487,0.74380199,3.0006299207,3.6579663469,212.642496,0.986287207763,0.988185185718,0.16068475,0.014682107158,105.375954,210.747163,0.22614584,0
0.014000,0.0118118113,0.0091258236,0.77260154,3.0006111171,3.6533184865,212.372310,0.986296656505,0.988185185718,0.15988481,0.014941235285,93.327725,186.650091,0.23401408,0
0.014000,0.0118118113,0.0094039527,0.79614824,3.0005953771,3.6486454407,212.100659,0.986305203431,0.988185185718,0.15916122,0.015153635360,84.121920,168.237896,0.24074992,0
0.014000,0.0118118113,0.0096402987,0.81615753,3.0005817371,3.6439581594,211.828182,0.986313151610,0.988185185718,0.15848832,0.015334537717,76.747602,153.488688,0.24671487,0
0.014000,0.0118118113,0.0098462877,0.83359677,3.0005696455,3.6392619466,211.555184,0.986320684790,0.988185185718,0.15785055,0.015492534025,70.650286,141.293494,0.25211530,0
0.014000,0.0118118113,0.0100290664,0.84907100,3.0005587523,3.6345597151,211.281837,0.986327924059,0.988185185718,0.15723767,0.015632996414,65.492225,130.976815,0.25708156,0
0.014000,0.0118118113,0.0101934344,0.86298656,3.0005488201,3.6298532115,211.008242,0.986334953913,0.988185185718,0.15664251,0.015759530365,61.052294,122.096398,0.26170191,0
0.014000,0.0118118113,0.0103427881,0.87563100,3.0005396791,3.6251435536,210.734463,0.986341835822,0.988185185718,0.15605988,0.015874684595,57.177846,114.346946,0.26603927,0
0.014000,0.0118118113,0.0104796287,0.88721606,3.0005312032,3.6204314935,210.460545,0.986348615939,0.988185185718,0.15548587,0.015980333893,53.759138,107.508974,0.27014023,0
0.014000,0.0118118113,0.0106058571,0.89790269,3.0005232957,3.6157175578,210.186517,0.986355329784,0.988185185718,0.15491747,0.016077901438,50.714690,101.419520,0.27404041,0
0.014000,0.0118118113,0.0107229560,0.90781640,3.0005158808,3.6110021272,209.912403,0.986362005241,0.988185185718,0.15435232,0.016168495574,47.982403,95.954385,0.27776772,0
0.014000,0.0118118113,0.0108321062,0.91705717,3.0005088977,3.6062854845,209.638218,0.986368664549,0.988185185718,0.15378854,0.016252997948,45.513910,91.016832,0.28134448,0
0.014000,0.0118118113,0.0109342655,0.92570608,3.0005022966,3.6015678445,209.363976,0.986375325688,0.988185185718,0.15322460,0.016332122525,43.270837,86.530118,0.28478885,0
0.014000,0.0118118113,0.0110302223,0.93382988,3.0004960367,3.5968493736,209.089685,0.986382003346,0.988185185718,0.15265926,0.016406456376,41.222266,82.432402,0.28811584,0
0.014000,0.0118118113,0.0111206347,0.94148429,3.0004900833,3.5921302029,208.815353,0.986388709640,0.988185185718,0.15209150,0.016476488646,39.342939,78.673167,0.29133801,0
0.014000,0.0118118113,0.0112060579,0.94871630,3.0004844072,3.5874104371,208.540986,0.986395454635,0.988185185718,0.15152046,0.016542631625,37.611977,75.210657,0.29446599,0
0.014000,0.0118118113,0.0112869653,0.95556601,3.0004789835,3.5826901610,208.266590,0.986402246751,0.988185185718,0.15094543,0.016605236370,36.011939,72.009991,0.29750885,0
0.014000,0.0118118113,0.0113637644,0.96206789,3.0004737905,3.5779694439,207.992169,0.986409093063,0.988185185718,0.15036582,0.016664604516,34.528122,69.041760,0.30047443,0
0.014000,0.0118118113,0.0114368082,0.96825186,3.0004688094,3.5732483434,207.717725,0.986415999547,0.988185185718,0.14978111,0.016720997336,33.148023,66.280958,0.30336952,0
0.014000,0.0118118113,0.0115064054,0.97414403,3.0004640237,3.5685269072,207.443262,0.986422971263,0.988185185718,0.14919087,0.016774642791,31.860933,63.706169,0.30620008,0
0.014000,0.0118118113,0.0115728273,0.97976737,3.0004594189,3.5638051758,207.168781,0.986430012508,0.988185185718,0.14859476,0.016825741096,30.657615,61.298917,0.30897135,0
0.014000,0.0118118113,0.0116363138,0.98514220,3.0004549820,3.5590831834,206.894285,0.986437126935,0.988185185718,0.14799244,0.016874469147,29.530054,59.043172,0.31168796,0
0.014000,0.0118118113,0.0116970783,0.99028659,3.0004507015,3.5543609590,206.619776,0.986444317659,0.988185185718,0.14738367,0.016920984094,28.471255,56.924942,0.31435404,0
0.014000,0.0118118113,0.0117553114,0.99521667,3.0004465671,3.5496385279,206.345255,0.986451587327,0.988185185718,0.14676821,0.016965426251,27.475079,54.931953,0.31697330,0
0.014000,0.0118118113,0.0118111844,0.99994693,3.0004425694,3.5449159117,206.070723,0.986458938194,0.988185185718,0.14614588,0.017007921472,26.536117,53.053384,0.31954904,0
0.019000,0.0126197160,0.0006309858,0.05000000,3.0009580020,3.8914905409,226.217571,0.985124716489,0.987377281041,0.17849566,0.010162497104,366.420649,732.839934,0.11886646,0
0.019000,0.0126197160,0.0008537141,0.06764923,3.0009569027,3.8917219715,226.231025,0.985121940983,0.987377281041,0.17871560,0.010193404811,364.124123,728.246872,0.11934848,0
0.019000,0.0126197160,0.0010617785,0.08413648,3.0009555795,3.8919990781,226.247133,0.985118628707,0.987377281041,0.17897806,0.010230415570,361.378311,722.755238,0.11992689,0
0.019000,0.0126197160,0.0012563420,0.09955390,3.0009540843,3.8923102793,226.265224,0.985114922625,0.987377281041,0.17927174,0.010271988826,358.299631,716.597867,0.12057820,0
0.019000,0.0126197160,0.0014390077,0.11402853,3.0009524548,3.8926471018,226.284804,0.985110927000,0.987377281041,0.17958836,0.010317002011,354.973159,709.944909,0.12128530,0
0.019000,0.0126197160,0.0016113743,0.12768705,3.0009507178,3.8930034691,226.305520,0.985106716177,0.987377281041,0.17992203,0.010364655118,351.459746,702.918069,0.12203604,0
0.019000,0.0126197160,0.0018224242,0.14441087,3.0009483289,3.8934890372,226.333747,0.985101004364,0.987377281041,0.18037464,0.010429647936,346.682047,693.362653,0.12306357,0
0.019000,0.0126197160,0.0020210762,0.16015228,3.0009458186,3.8939935749,226.363076,0.985095097998,0.987377281041,0.18084266,0.010497281692,341.728257,683.455051,0.12413731,0
0.019000,0.0126197160,0.0022642434,0.17942110,3.0009424034,3.8946705427,226.402429,0.985087213295,0.987377281041,0.18146746,0.010588243978,335.096496,670.191499,0.12558866,0
0.019000,0.0126197160,0.0024935696,0.19759317,3.0009388408,3.8953650219,226.442800,0.985079164781,0.987377281041,0.18210523,0.010681887326,328.308094,656.614666,0.12709154,0
